original_path,distorted_path,family,member,distortion_type,seed,mean_disp,max_disp,param_alpha,param_sigma,param_grid_step
data/split/train/FAMILY-61/CHILD/FM061_C2.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C2_bending.png,FAMILY-61,CHILD,bending,4206162,5.57,9.35,,,
data/split/train/FAMILY-61/CHILD/FM061_C3.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C3_elastic.png,FAMILY-61,CHILD,elastic,4206170,4.95,14.93,9.174,7.52,32
data/split/train/FAMILY-61/CHILD/FM061_C3.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C3_local.png,FAMILY-61,CHILD,local,4206171,3.47,7.46,,,
data/split/train/FAMILY-61/CHILD/FM061_C3.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C3_bending.png,FAMILY-61,CHILD,bending,4206172,5.61,9.35,,,
data/split/train/FAMILY-61/CHILD/FM061_C4.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C4_elastic.png,FAMILY-61,CHILD,elastic,4206180,6.05,15.28,12.188,7.129,32
data/split/train/FAMILY-61/CHILD/FM061_C4.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C4_local.png,FAMILY-61,CHILD,local,4206181,2.6,5.86,,,
data/split/train/FAMILY-61/CHILD/FM061_C4.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C4_bending.png,FAMILY-61,CHILD,bending,4206182,6.54,11.79,,,
data/split/train/FAMILY-61/CHILD/FM061_C5.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C5_elastic.png,FAMILY-61,CHILD,elastic,4206190,8.35,22.59,15.889,7.771,32
data/split/train/FAMILY-61/CHILD/FM061_C5.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C5_local.png,FAMILY-61,CHILD,local,4206191,4.21,8.18,,,
data/split/train/FAMILY-61/CHILD/FM061_C5.png,data/train_distorted/distorted/FAMILY-61/CHILD/FM061_C5_bending.png,FAMILY-61,CHILD,bending,4206192,4.23,7.43,,,
data/split/train/FAMILY-61/FATHER/FM061_F1.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F1_elastic.png,FAMILY-61,FATHER,elastic,4206200,8.03,18.69,14.633,5.495,32
data/split/train/FAMILY-61/FATHER/FM061_F1.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F1_local.png,FAMILY-61,FATHER,local,4206201,3.89,8.72,,,
data/split/train/FAMILY-61/FATHER/FM061_F1.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F1_bending.png,FAMILY-61,FATHER,bending,4206202,5.1,9.23,,,
data/split/train/FAMILY-61/FATHER/FM061_F2.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F2_elastic.png,FAMILY-61,FATHER,elastic,4206210,7.7,22.06,13.296,5.44,32
data/split/train/FAMILY-61/FATHER/FM061_F2.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F2_local.png,FAMILY-61,FATHER,local,4206211,4.91,10.7,,,
data/split/train/FAMILY-61/FATHER/FM061_F2.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F2_bending.png,FAMILY-61,FATHER,bending,4206212,3.68,6.23,,,
data/split/train/FAMILY-61/FATHER/FM061_F3.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F3_elastic.png,FAMILY-61,FATHER,elastic,4206220,5.78,14.58,10.842,6.748,32
data/split/train/FAMILY-61/FATHER/FM061_F3.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F3_local.png,FAMILY-61,FATHER,local,4206221,2.69,5.69,,,
data/split/train/FAMILY-61/FATHER/FM061_F3.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F3_bending.png,FAMILY-61,FATHER,bending,4206222,5.52,9.45,,,
data/split/train/FAMILY-61/FATHER/FM061_F4.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F4_elastic.png,FAMILY-61,FATHER,elastic,4206230,5.28,12.71,8.776,5.377,32
data/split/train/FAMILY-61/FATHER/FM061_F4.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F4_local.png,FAMILY-61,FATHER,local,4206231,2.62,5.93,,,
data/split/train/FAMILY-61/FATHER/FM061_F4.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F4_bending.png,FAMILY-61,FATHER,bending,4206232,3.53,6.13,,,
data/split/train/FAMILY-61/FATHER/FM061_F5.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F5_elastic.png,FAMILY-61,FATHER,elastic,4206240,7.35,18.19,13.299,5.458,32
data/split/train/FAMILY-61/FATHER/FM061_F5.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F5_local.png,FAMILY-61,FATHER,local,4206241,4.03,8.49,,,
data/split/train/FAMILY-61/FATHER/FM061_F5.png,data/train_distorted/distorted/FAMILY-61/FATHER/FM061_F5_bending.png,FAMILY-61,FATHER,bending,4206242,4.62,8.07,,,
data/split/train/FAMILY-61/MOTHER/FM061_M1.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M1_elastic.png,FAMILY-61,MOTHER,elastic,4206250,7.11,20.56,13.421,7.297,32
data/split/train/FAMILY-61/MOTHER/FM061_M1.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M1_local.png,FAMILY-61,MOTHER,local,4206251,3.74,10.16,,,
data/split/train/FAMILY-61/MOTHER/FM061_M1.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M1_bending.png,FAMILY-61,MOTHER,bending,4206252,6.46,11.92,,,
data/split/train/FAMILY-61/MOTHER/FM061_M2.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M2_elastic.png,FAMILY-61,MOTHER,elastic,4206260,5.71,14.75,10.269,6.331,32
data/split/train/FAMILY-61/MOTHER/FM061_M2.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M2_local.png,FAMILY-61,MOTHER,local,4206261,4.72,10.69,,,
data/split/train/FAMILY-61/MOTHER/FM061_M2.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M2_bending.png,FAMILY-61,MOTHER,bending,4206262,7.13,12.4,,,
data/split/train/FAMILY-61/MOTHER/FM061_M3.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M3_elastic.png,FAMILY-61,MOTHER,elastic,4206270,7.21,20.78,12.44,6.107,32
data/split/train/FAMILY-61/MOTHER/FM061_M3.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M3_local.png,FAMILY-61,MOTHER,local,4206271,3.93,9.68,,,
data/split/train/FAMILY-61/MOTHER/FM061_M3.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M3_bending.png,FAMILY-61,MOTHER,bending,4206272,4.9,8.71,,,
data/split/train/FAMILY-61/MOTHER/FM061_M4.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M4_elastic.png,FAMILY-61,MOTHER,elastic,4206280,7.84,20.36,15.596,7.009,32
data/split/train/FAMILY-61/MOTHER/FM061_M4.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M4_local.png,FAMILY-61,MOTHER,local,4206281,3.16,6.84,,,
data/split/train/FAMILY-61/MOTHER/FM061_M4.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M4_bending.png,FAMILY-61,MOTHER,bending,4206282,7.1,12.2,,,
data/split/train/FAMILY-61/MOTHER/FM061_M5.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M5_elastic.png,FAMILY-61,MOTHER,elastic,4206290,7.99,19.43,14.329,7.133,32
data/split/train/FAMILY-61/MOTHER/FM061_M5.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M5_local.png,FAMILY-61,MOTHER,local,4206291,2.42,5.77,,,
data/split/train/FAMILY-61/MOTHER/FM061_M5.png,data/train_distorted/distorted/FAMILY-61/MOTHER/FM061_M5_bending.png,FAMILY-61,MOTHER,bending,4206292,4.64,7.72,,,
data/split/train/FAMILY-62/CHILD/FM062_C1.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C1_elastic.png,FAMILY-62,CHILD,elastic,4206300,6.69,18.63,12.536,6.726,32
data/split/train/FAMILY-62/CHILD/FM062_C1.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C1_local.png,FAMILY-62,CHILD,local,4206301,5.2,10.51,,,
data/split/train/FAMILY-62/CHILD/FM062_C1.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C1_bending.png,FAMILY-62,CHILD,bending,4206302,6.43,11.15,,,
data/split/train/FAMILY-62/CHILD/FM062_C2.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C2_elastic.png,FAMILY-62,CHILD,elastic,4206310,4.85,11.26,9.304,7.815,32
data/split/train/FAMILY-62/CHILD/FM062_C2.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C2_local.png,FAMILY-62,CHILD,local,4206311,2.51,6.56,,,
data/split/train/FAMILY-62/CHILD/FM062_C2.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C2_bending.png,FAMILY-62,CHILD,bending,4206312,3.96,7.25,,,
data/split/train/FAMILY-62/CHILD/FM062_C3.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C3_elastic.png,FAMILY-62,CHILD,elastic,4206320,7.49,19.39,12.885,7.0,32
data/split/train/FAMILY-62/CHILD/FM062_C3.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C3_local.png,FAMILY-62,CHILD,local,4206321,2.49,6.07,,,
data/split/train/FAMILY-62/CHILD/FM062_C3.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C3_bending.png,FAMILY-62,CHILD,bending,4206322,4.12,6.86,,,
data/split/train/FAMILY-62/CHILD/FM062_C4.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C4_elastic.png,FAMILY-62,CHILD,elastic,4206330,5.25,12.32,8.762,5.087,32
data/split/train/FAMILY-62/CHILD/FM062_C4.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C4_local.png,FAMILY-62,CHILD,local,4206331,3.43,7.03,,,
data/split/train/FAMILY-62/CHILD/FM062_C4.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C4_bending.png,FAMILY-62,CHILD,bending,4206332,4.13,7.02,,,
data/split/train/FAMILY-62/CHILD/FM062_C5.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C5_elastic.png,FAMILY-62,CHILD,elastic,4206340,6.31,14.17,11.711,7.606,32
data/split/train/FAMILY-62/CHILD/FM062_C5.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C5_local.png,FAMILY-62,CHILD,local,4206341,3.28,6.45,,,
data/split/train/FAMILY-62/CHILD/FM062_C5.png,data/train_distorted/distorted/FAMILY-62/CHILD/FM062_C5_bending.png,FAMILY-62,CHILD,bending,4206342,4.46,7.56,,,
data/split/train/FAMILY-62/FATHER/FM062_F1.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F1_elastic.png,FAMILY-62,FATHER,elastic,4206350,7.59,19.58,12.829,5.35,32
data/split/train/FAMILY-62/FATHER/FM062_F1.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F1_local.png,FAMILY-62,FATHER,local,4206351,4.13,11.27,,,
data/split/train/FAMILY-62/FATHER/FM062_F1.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F1_bending.png,FAMILY-62,FATHER,bending,4206352,4.74,8.4,,,
data/split/train/FAMILY-62/FATHER/FM062_F2.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F2_elastic.png,FAMILY-62,FATHER,elastic,4206360,5.84,13.25,10.182,5.951,32
data/split/train/FAMILY-62/FATHER/FM062_F2.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F2_local.png,FAMILY-62,FATHER,local,4206361,4.67,10.32,,,
data/split/train/FAMILY-62/FATHER/FM062_F2.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F2_bending.png,FAMILY-62,FATHER,bending,4206362,3.95,6.99,,,
data/split/train/FAMILY-62/FATHER/FM062_F3.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F3_elastic.png,FAMILY-62,FATHER,elastic,4206370,7.1,18.59,12.746,6.127,32
data/split/train/FAMILY-62/FATHER/FM062_F3.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F3_local.png,FAMILY-62,FATHER,local,4206371,2.56,7.33,,,
data/split/train/FAMILY-62/FATHER/FM062_F3.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F3_bending.png,FAMILY-62,FATHER,bending,4206372,4.74,7.9,,,
data/split/train/FAMILY-62/FATHER/FM062_F4.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F4_elastic.png,FAMILY-62,FATHER,elastic,4206380,7.02,17.61,11.859,5.58,32
data/split/train/FAMILY-62/FATHER/FM062_F4.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F4_local.png,FAMILY-62,FATHER,local,4206381,3.57,7.91,,,
data/split/train/FAMILY-62/FATHER/FM062_F4.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F4_bending.png,FAMILY-62,FATHER,bending,4206382,5.61,9.9,,,
data/split/train/FAMILY-62/FATHER/FM062_F5.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F5_elastic.png,FAMILY-62,FATHER,elastic,4206390,4.54,11.6,8.172,6.34,32
data/split/train/FAMILY-62/FATHER/FM062_F5.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F5_local.png,FAMILY-62,FATHER,local,4206391,4.67,9.13,,,
data/split/train/FAMILY-62/FATHER/FM062_F5.png,data/train_distorted/distorted/FAMILY-62/FATHER/FM062_F5_bending.png,FAMILY-62,FATHER,bending,4206392,4.44,7.61,,,
data/split/train/FAMILY-62/MOTHER/FM062_M1.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M1_elastic.png,FAMILY-62,MOTHER,elastic,4206400,6.18,13.97,10.144,5.303,32
data/split/train/FAMILY-62/MOTHER/FM062_M1.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M1_local.png,FAMILY-62,MOTHER,local,4206401,4.76,10.27,,,
data/split/train/FAMILY-62/MOTHER/FM062_M1.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M1_bending.png,FAMILY-62,MOTHER,bending,4206402,6.36,10.97,,,
data/split/train/FAMILY-62/MOTHER/FM062_M2.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M2_elastic.png,FAMILY-62,MOTHER,elastic,4206410,6.18,15.26,10.741,5.495,32
data/split/train/FAMILY-62/MOTHER/FM062_M2.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M2_local.png,FAMILY-62,MOTHER,local,4206411,3.52,8.76,,,
data/split/train/FAMILY-62/MOTHER/FM062_M2.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M2_bending.png,FAMILY-62,MOTHER,bending,4206412,5.11,8.97,,,
data/split/train/FAMILY-62/MOTHER/FM062_M3.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M3_elastic.png,FAMILY-62,MOTHER,elastic,4206420,5.13,11.43,8.907,7.369,32
data/split/train/FAMILY-62/MOTHER/FM062_M3.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M3_local.png,FAMILY-62,MOTHER,local,4206421,3.63,9.41,,,
data/split/train/FAMILY-62/MOTHER/FM062_M3.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M3_bending.png,FAMILY-62,MOTHER,bending,4206422,3.92,6.57,,,
data/split/train/FAMILY-62/MOTHER/FM062_M4.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M4_elastic.png,FAMILY-62,MOTHER,elastic,4206430,5.62,14.48,10.17,5.235,32
data/split/train/FAMILY-62/MOTHER/FM062_M4.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M4_local.png,FAMILY-62,MOTHER,local,4206431,2.53,5.5,,,
data/split/train/FAMILY-62/MOTHER/FM062_M4.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M4_bending.png,FAMILY-62,MOTHER,bending,4206432,4.92,8.3,,,
data/split/train/FAMILY-62/MOTHER/FM062_M5.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M5_elastic.png,FAMILY-62,MOTHER,elastic,4206440,7.83,18.53,14.081,7.119,32
data/split/train/FAMILY-62/MOTHER/FM062_M5.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M5_local.png,FAMILY-62,MOTHER,local,4206441,3.8,9.42,,,
data/split/train/FAMILY-62/MOTHER/FM062_M5.png,data/train_distorted/distorted/FAMILY-62/MOTHER/FM062_M5_bending.png,FAMILY-62,MOTHER,bending,4206442,4.34,7.62,,,
data/split/train/FAMILY-63/CHILD/FM063_C1.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C1_elastic.png,FAMILY-63,CHILD,elastic,4206450,7.66,17.88,13.524,6.182,32
data/split/train/FAMILY-63/CHILD/FM063_C1.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C1_local.png,FAMILY-63,CHILD,local,4206451,3.38,7.88,,,
data/split/train/FAMILY-63/CHILD/FM063_C1.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C1_bending.png,FAMILY-63,CHILD,bending,4206452,3.83,6.85,,,
data/split/train/FAMILY-63/CHILD/FM063_C2.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C2_elastic.png,FAMILY-63,CHILD,elastic,4206460,4.34,11.01,8.051,7.981,32
data/split/train/FAMILY-63/CHILD/FM063_C2.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C2_local.png,FAMILY-63,CHILD,local,4206461,2.94,7.36,,,
data/split/train/FAMILY-63/CHILD/FM063_C2.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C2_bending.png,FAMILY-63,CHILD,bending,4206462,3.64,6.64,,,
data/split/train/FAMILY-63/CHILD/FM063_C3.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C3_elastic.png,FAMILY-63,CHILD,elastic,4206470,5.16,14.23,8.727,6.006,32
data/split/train/FAMILY-63/CHILD/FM063_C3.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C3_local.png,FAMILY-63,CHILD,local,4206471,4.81,8.73,,,
data/split/train/FAMILY-63/CHILD/FM063_C3.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C3_bending.png,FAMILY-63,CHILD,bending,4206472,4.43,8.11,,,
data/split/train/FAMILY-63/CHILD/FM063_C4.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C4_elastic.png,FAMILY-63,CHILD,elastic,4206480,4.47,9.85,8.696,7.675,32
data/split/train/FAMILY-63/CHILD/FM063_C4.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C4_local.png,FAMILY-63,CHILD,local,4206481,2.95,7.54,,,
data/split/train/FAMILY-63/CHILD/FM063_C4.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C4_bending.png,FAMILY-63,CHILD,bending,4206482,4.59,8.05,,,
data/split/train/FAMILY-63/CHILD/FM063_C5.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C5_elastic.png,FAMILY-63,CHILD,elastic,4206490,5.92,13.48,11.374,7.49,32
data/split/train/FAMILY-63/CHILD/FM063_C5.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C5_local.png,FAMILY-63,CHILD,local,4206491,2.61,5.92,,,
data/split/train/FAMILY-63/CHILD/FM063_C5.png,data/train_distorted/distorted/FAMILY-63/CHILD/FM063_C5_bending.png,FAMILY-63,CHILD,bending,4206492,6.24,10.45,,,
data/split/train/FAMILY-63/FATHER/FM063_F1.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F1_elastic.png,FAMILY-63,FATHER,elastic,4206500,8.29,21.34,15.684,7.009,32
data/split/train/FAMILY-63/FATHER/FM063_F1.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F1_local.png,FAMILY-63,FATHER,local,4206501,4.95,9.38,,,
data/split/train/FAMILY-63/FATHER/FM063_F1.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F1_bending.png,FAMILY-63,FATHER,bending,4206502,5.74,9.8,,,
data/split/train/FAMILY-63/FATHER/FM063_F2.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F2_elastic.png,FAMILY-63,FATHER,elastic,4206510,7.97,19.06,14.02,5.701,32
data/split/train/FAMILY-63/FATHER/FM063_F2.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F2_local.png,FAMILY-63,FATHER,local,4206511,3.21,7.26,,,
data/split/train/FAMILY-63/FATHER/FM063_F2.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F2_bending.png,FAMILY-63,FATHER,bending,4206512,4.4,7.32,,,
data/split/train/FAMILY-63/FATHER/FM063_F3.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F3_elastic.png,FAMILY-63,FATHER,elastic,4206520,6.45,15.05,11.843,6.809,32
data/split/train/FAMILY-63/FATHER/FM063_F3.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F3_local.png,FAMILY-63,FATHER,local,4206521,4.26,10.32,,,
data/split/train/FAMILY-63/FATHER/FM063_F3.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F3_bending.png,FAMILY-63,FATHER,bending,4206522,3.78,6.65,,,
data/split/train/FAMILY-63/FATHER/FM063_F4.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F4_elastic.png,FAMILY-63,FATHER,elastic,4206530,6.63,15.38,12.428,7.554,32
data/split/train/FAMILY-63/FATHER/FM063_F4.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F4_local.png,FAMILY-63,FATHER,local,4206531,2.98,6.15,,,
data/split/train/FAMILY-63/FATHER/FM063_F4.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F4_bending.png,FAMILY-63,FATHER,bending,4206532,7.15,12.34,,,
data/split/train/FAMILY-63/FATHER/FM063_F5.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F5_elastic.png,FAMILY-63,FATHER,elastic,4206540,7.87,21.27,15.357,7.567,32
data/split/train/FAMILY-63/FATHER/FM063_F5.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F5_local.png,FAMILY-63,FATHER,local,4206541,3.94,8.91,,,
data/split/train/FAMILY-63/FATHER/FM063_F5.png,data/train_distorted/distorted/FAMILY-63/FATHER/FM063_F5_bending.png,FAMILY-63,FATHER,bending,4206542,5.8,10.55,,,
data/split/train/FAMILY-63/MOTHER/FM063_M1.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M1_elastic.png,FAMILY-63,MOTHER,elastic,4206550,8.22,20.28,15.039,7.062,32
data/split/train/FAMILY-63/MOTHER/FM063_M1.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M1_local.png,FAMILY-63,MOTHER,local,4206551,4.46,9.33,,,
data/split/train/FAMILY-63/MOTHER/FM063_M1.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M1_bending.png,FAMILY-63,MOTHER,bending,4206552,5.91,10.17,,,
data/split/train/FAMILY-63/MOTHER/FM063_M2.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M2_elastic.png,FAMILY-63,MOTHER,elastic,4206560,5.67,14.97,9.894,5.803,32
data/split/train/FAMILY-63/MOTHER/FM063_M2.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M2_local.png,FAMILY-63,MOTHER,local,4206561,3.54,8.45,,,
data/split/train/FAMILY-63/MOTHER/FM063_M2.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M2_bending.png,FAMILY-63,MOTHER,bending,4206562,4.55,7.62,,,
data/split/train/FAMILY-63/MOTHER/FM063_M3.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M3_elastic.png,FAMILY-63,MOTHER,elastic,4206570,4.89,14.49,9.082,5.967,32
data/split/train/FAMILY-63/MOTHER/FM063_M3.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M3_local.png,FAMILY-63,MOTHER,local,4206571,4.46,9.99,,,
data/split/train/FAMILY-63/MOTHER/FM063_M3.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M3_bending.png,FAMILY-63,MOTHER,bending,4206572,6.57,11.25,,,
data/split/train/FAMILY-63/MOTHER/FM063_M4.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M4_elastic.png,FAMILY-63,MOTHER,elastic,4206580,8.4,19.17,15.375,6.415,32
data/split/train/FAMILY-63/MOTHER/FM063_M4.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M4_local.png,FAMILY-63,MOTHER,local,4206581,3.84,8.07,,,
data/split/train/FAMILY-63/MOTHER/FM063_M4.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M4_bending.png,FAMILY-63,MOTHER,bending,4206582,3.37,6.15,,,
data/split/train/FAMILY-63/MOTHER/FM063_M5.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M5_elastic.png,FAMILY-63,MOTHER,elastic,4206590,7.47,17.86,13.62,6.957,32
data/split/train/FAMILY-63/MOTHER/FM063_M5.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M5_local.png,FAMILY-63,MOTHER,local,4206591,3.76,9.5,,,
data/split/train/FAMILY-63/MOTHER/FM063_M5.png,data/train_distorted/distorted/FAMILY-63/MOTHER/FM063_M5_bending.png,FAMILY-63,MOTHER,bending,4206592,5.53,9.31,,,
data/split/train/FAMILY-64/CHILD/FM064_C1.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C1_elastic.png,FAMILY-64,CHILD,elastic,4206600,5.89,14.64,11.475,7.872,32
data/split/train/FAMILY-64/CHILD/FM064_C1.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C1_local.png,FAMILY-64,CHILD,local,4206601,3.85,6.69,,,
data/split/train/FAMILY-64/CHILD/FM064_C1.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C1_bending.png,FAMILY-64,CHILD,bending,4206602,6.69,11.7,,,
data/split/train/FAMILY-64/CHILD/FM064_C2.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C2_elastic.png,FAMILY-64,CHILD,elastic,4206610,4.58,10.76,8.097,5.994,32
data/split/train/FAMILY-64/CHILD/FM064_C2.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C2_local.png,FAMILY-64,CHILD,local,4206611,3.81,8.66,,,
data/split/train/FAMILY-64/CHILD/FM064_C2.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C2_bending.png,FAMILY-64,CHILD,bending,4206612,6.97,12.85,,,
data/split/train/FAMILY-64/CHILD/FM064_C3.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C3_elastic.png,FAMILY-64,CHILD,elastic,4206620,8.18,18.79,13.424,5.03,32
data/split/train/FAMILY-64/CHILD/FM064_C3.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C3_local.png,FAMILY-64,CHILD,local,4206621,4.17,9.63,,,
data/split/train/FAMILY-64/CHILD/FM064_C3.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C3_bending.png,FAMILY-64,CHILD,bending,4206622,6.65,11.38,,,
data/split/train/FAMILY-64/CHILD/FM064_C4.png,data/train_distorted/distorted/FAMILY-64/CHILD/FM064_C4_elastic.png,FAMILY-64,CHILD,elastic,4206630,8.57,18.86,14.309,5.683,32
