type,label,image_a,image_b,family_a,family_b,member,score,raw_score,matched_pairs,decision,minutiae_a,minutiae_b
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C3.png,data/split/test/FAMILY-54/CHILD/FM054_C5.png,FAMILY-54,FAMILY-54,CHILD,0.0,0.0,0,False,12,21
genuine,1,data/split/test/FAMILY-54/CHILD/FM054_C4.png,data/split/test/FAMILY-54/CHILD/FM054_C5.png,FAMILY-54,FAMILY-54,CHILD,0.18,9.0,0,False,52,21
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F1.png,data/split/test/FAMILY-54/FATHER/FM054_F2.png,FAMILY-54,FAMILY-54,FATHER,0.48,24.0,0,False,85,83
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F1.png,data/split/test/FAMILY-54/FATHER/FM054_F3.png,FAMILY-54,FAMILY-54,FATHER,0.4,20.0,0,False,85,92
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F1.png,data/split/test/FAMILY-54/FATHER/FM054_F4.png,FAMILY-54,FAMILY-54,FATHER,0.1,5.0,0,False,85,32
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F1.png,data/split/test/FAMILY-54/FATHER/FM054_F5.png,FAMILY-54,FAMILY-54,FATHER,0.24,12.0,0,False,85,44
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F2.png,data/split/test/FAMILY-54/FATHER/FM054_F3.png,FAMILY-54,FAMILY-54,FATHER,0.48,24.0,0,False,83,92
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F2.png,data/split/test/FAMILY-54/FATHER/FM054_F4.png,FAMILY-54,FAMILY-54,FATHER,0.12,6.0,0,False,83,32
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F2.png,data/split/test/FAMILY-54/FATHER/FM054_F5.png,FAMILY-54,FAMILY-54,FATHER,0.46,23.0,0,False,83,44
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F3.png,data/split/test/FAMILY-54/FATHER/FM054_F4.png,FAMILY-54,FAMILY-54,FATHER,0.08,4.0,0,False,92,32
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F3.png,data/split/test/FAMILY-54/FATHER/FM054_F5.png,FAMILY-54,FAMILY-54,FATHER,0.36,18.0,0,False,92,44
genuine,1,data/split/test/FAMILY-54/FATHER/FM054_F4.png,data/split/test/FAMILY-54/FATHER/FM054_F5.png,FAMILY-54,FAMILY-54,FATHER,0.1,5.0,0,False,32,44
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M1.png,data/split/test/FAMILY-54/MOTHER/FM054_M2.png,FAMILY-54,FAMILY-54,MOTHER,0.38,19.0,0,False,70,65
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M1.png,data/split/test/FAMILY-54/MOTHER/FM054_M3.png,FAMILY-54,FAMILY-54,MOTHER,0.62,31.0,0,False,70,61
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M1.png,data/split/test/FAMILY-54/MOTHER/FM054_M4.png,FAMILY-54,FAMILY-54,MOTHER,0.44,22.0,0,False,70,68
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M1.png,data/split/test/FAMILY-54/MOTHER/FM054_M5.png,FAMILY-54,FAMILY-54,MOTHER,0.32,16.0,0,False,70,46
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M2.png,data/split/test/FAMILY-54/MOTHER/FM054_M3.png,FAMILY-54,FAMILY-54,MOTHER,0.58,29.0,0,False,65,61
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M2.png,data/split/test/FAMILY-54/MOTHER/FM054_M4.png,FAMILY-54,FAMILY-54,MOTHER,0.78,39.0,0,False,65,68
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M2.png,data/split/test/FAMILY-54/MOTHER/FM054_M5.png,FAMILY-54,FAMILY-54,MOTHER,0.22,11.0,0,False,65,46
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M3.png,data/split/test/FAMILY-54/MOTHER/FM054_M4.png,FAMILY-54,FAMILY-54,MOTHER,0.56,28.0,0,False,61,68
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M3.png,data/split/test/FAMILY-54/MOTHER/FM054_M5.png,FAMILY-54,FAMILY-54,MOTHER,0.3,15.0,0,False,61,46
genuine,1,data/split/test/FAMILY-54/MOTHER/FM054_M4.png,data/split/test/FAMILY-54/MOTHER/FM054_M5.png,FAMILY-54,FAMILY-54,MOTHER,0.5,25.0,0,False,68,46
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C1.png,data/split/test/FAMILY-65/CHILD/FM065_C2.png,FAMILY-65,FAMILY-65,CHILD,0.86,43.0,0,False,70,50
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C1.png,data/split/test/FAMILY-65/CHILD/FM065_C3.png,FAMILY-65,FAMILY-65,CHILD,0.7,35.0,0,False,70,81
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C1.png,data/split/test/FAMILY-65/CHILD/FM065_C4.png,FAMILY-65,FAMILY-65,CHILD,0.42,21.0,0,False,70,55
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C1.png,data/split/test/FAMILY-65/CHILD/FM065_C5.png,FAMILY-65,FAMILY-65,CHILD,0.12,6.0,0,False,70,22
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C2.png,data/split/test/FAMILY-65/CHILD/FM065_C3.png,FAMILY-65,FAMILY-65,CHILD,0.66,33.0,0,False,50,81
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C2.png,data/split/test/FAMILY-65/CHILD/FM065_C4.png,FAMILY-65,FAMILY-65,CHILD,0.4,20.0,0,False,50,55
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C2.png,data/split/test/FAMILY-65/CHILD/FM065_C5.png,FAMILY-65,FAMILY-65,CHILD,0.2,10.0,0,False,50,22
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C3.png,data/split/test/FAMILY-65/CHILD/FM065_C4.png,FAMILY-65,FAMILY-65,CHILD,0.52,26.0,0,False,81,55
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C3.png,data/split/test/FAMILY-65/CHILD/FM065_C5.png,FAMILY-65,FAMILY-65,CHILD,0.32,16.0,0,False,81,22
genuine,1,data/split/test/FAMILY-65/CHILD/FM065_C4.png,data/split/test/FAMILY-65/CHILD/FM065_C5.png,FAMILY-65,FAMILY-65,CHILD,0.12,6.0,0,False,55,22
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F1.png,data/split/test/FAMILY-65/FATHER/FM065_F2.png,FAMILY-65,FAMILY-65,FATHER,0.24,12.0,0,False,56,30
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F1.png,data/split/test/FAMILY-65/FATHER/FM065_F3.png,FAMILY-65,FAMILY-65,FATHER,0.22,11.0,0,False,56,74
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F1.png,data/split/test/FAMILY-65/FATHER/FM065_F4.png,FAMILY-65,FAMILY-65,FATHER,0.08,4.0,0,False,56,22
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F1.png,data/split/test/FAMILY-65/FATHER/FM065_F5.png,FAMILY-65,FAMILY-65,FATHER,0.24,12.0,0,False,56,40
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F2.png,data/split/test/FAMILY-65/FATHER/FM065_F3.png,FAMILY-65,FAMILY-65,FATHER,0.28,14.0,0,False,30,74
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F2.png,data/split/test/FAMILY-65/FATHER/FM065_F4.png,FAMILY-65,FAMILY-65,FATHER,0.1,5.0,0,False,30,22
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F2.png,data/split/test/FAMILY-65/FATHER/FM065_F5.png,FAMILY-65,FAMILY-65,FATHER,0.24,12.0,0,False,30,40
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F3.png,data/split/test/FAMILY-65/FATHER/FM065_F4.png,FAMILY-65,FAMILY-65,FATHER,0.2,10.0,0,False,74,22
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F3.png,data/split/test/FAMILY-65/FATHER/FM065_F5.png,FAMILY-65,FAMILY-65,FATHER,0.3,15.0,0,False,74,40
genuine,1,data/split/test/FAMILY-65/FATHER/FM065_F4.png,data/split/test/FAMILY-65/FATHER/FM065_F5.png,FAMILY-65,FAMILY-65,FATHER,0.1,5.0,0,False,22,40
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M1.png,data/split/test/FAMILY-65/MOTHER/FM065_M2.png,FAMILY-65,FAMILY-65,MOTHER,0.3,15.0,0,False,81,33
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M1.png,data/split/test/FAMILY-65/MOTHER/FM065_M3.png,FAMILY-65,FAMILY-65,MOTHER,0.48,24.0,0,False,81,55
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M1.png,data/split/test/FAMILY-65/MOTHER/FM065_M4.png,FAMILY-65,FAMILY-65,MOTHER,0.34,17.0,0,False,81,48
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M1.png,data/split/test/FAMILY-65/MOTHER/FM065_M5.png,FAMILY-65,FAMILY-65,MOTHER,0.1,5.0,0,False,81,18
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M2.png,data/split/test/FAMILY-65/MOTHER/FM065_M3.png,FAMILY-65,FAMILY-65,MOTHER,0.12,6.0,0,False,33,55
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M2.png,data/split/test/FAMILY-65/MOTHER/FM065_M4.png,FAMILY-65,FAMILY-65,MOTHER,0.08,4.0,0,False,33,48
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M2.png,data/split/test/FAMILY-65/MOTHER/FM065_M5.png,FAMILY-65,FAMILY-65,MOTHER,0.06,3.0,0,False,33,18
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M3.png,data/split/test/FAMILY-65/MOTHER/FM065_M4.png,FAMILY-65,FAMILY-65,MOTHER,0.22,11.0,0,False,55,48
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M3.png,data/split/test/FAMILY-65/MOTHER/FM065_M5.png,FAMILY-65,FAMILY-65,MOTHER,0.1,5.0,0,False,55,18
genuine,1,data/split/test/FAMILY-65/MOTHER/FM065_M4.png,data/split/test/FAMILY-65/MOTHER/FM065_M5.png,FAMILY-65,FAMILY-65,MOTHER,0.06,3.0,0,False,48,18
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C1.png,data/split/test/FAMILY-66/CHILD/FM066_C2.png,FAMILY-66,FAMILY-66,CHILD,0.0,0.0,0,False,17,7
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C1.png,data/split/test/FAMILY-66/CHILD/FM066_C3.png,FAMILY-66,FAMILY-66,CHILD,0.06,3.0,0,False,17,17
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C1.png,data/split/test/FAMILY-66/CHILD/FM066_C4.png,FAMILY-66,FAMILY-66,CHILD,0.0,0.0,0,False,17,13
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C1.png,data/split/test/FAMILY-66/CHILD/FM066_C5.png,FAMILY-66,FAMILY-66,CHILD,0.04,2.0,0,False,17,15
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C2.png,data/split/test/FAMILY-66/CHILD/FM066_C3.png,FAMILY-66,FAMILY-66,CHILD,0.0,0.0,0,False,7,17
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C2.png,data/split/test/FAMILY-66/CHILD/FM066_C4.png,FAMILY-66,FAMILY-66,CHILD,0.0,0.0,0,False,7,13
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C2.png,data/split/test/FAMILY-66/CHILD/FM066_C5.png,FAMILY-66,FAMILY-66,CHILD,0.0,0.0,0,False,7,15
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C3.png,data/split/test/FAMILY-66/CHILD/FM066_C4.png,FAMILY-66,FAMILY-66,CHILD,0.0,0.0,0,False,17,13
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C3.png,data/split/test/FAMILY-66/CHILD/FM066_C5.png,FAMILY-66,FAMILY-66,CHILD,0.04,2.0,0,False,17,15
genuine,1,data/split/test/FAMILY-66/CHILD/FM066_C4.png,data/split/test/FAMILY-66/CHILD/FM066_C5.png,FAMILY-66,FAMILY-66,CHILD,0.0,0.0,0,False,13,15
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F1.png,data/split/test/FAMILY-66/FATHER/FM066_F2.png,FAMILY-66,FAMILY-66,FATHER,0.0,0.0,0,False,30,3
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F1.png,data/split/test/FAMILY-66/FATHER/FM066_F3.png,FAMILY-66,FAMILY-66,FATHER,0.08,4.0,0,False,30,44
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F1.png,data/split/test/FAMILY-66/FATHER/FM066_F4.png,FAMILY-66,FAMILY-66,FATHER,0.12,6.0,0,False,30,22
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F1.png,data/split/test/FAMILY-66/FATHER/FM066_F5.png,FAMILY-66,FAMILY-66,FATHER,0.0,0.0,0,False,30,2
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F2.png,data/split/test/FAMILY-66/FATHER/FM066_F3.png,FAMILY-66,FAMILY-66,FATHER,0.0,0.0,0,False,3,44
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F2.png,data/split/test/FAMILY-66/FATHER/FM066_F4.png,FAMILY-66,FAMILY-66,FATHER,0.0,0.0,0,False,3,22
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F2.png,data/split/test/FAMILY-66/FATHER/FM066_F5.png,FAMILY-66,FAMILY-66,FATHER,0.0,0.0,0,False,3,2
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F3.png,data/split/test/FAMILY-66/FATHER/FM066_F4.png,FAMILY-66,FAMILY-66,FATHER,0.16,8.0,0,False,44,22
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F3.png,data/split/test/FAMILY-66/FATHER/FM066_F5.png,FAMILY-66,FAMILY-66,FATHER,0.0,0.0,0,False,44,2
genuine,1,data/split/test/FAMILY-66/FATHER/FM066_F4.png,data/split/test/FAMILY-66/FATHER/FM066_F5.png,FAMILY-66,FAMILY-66,FATHER,0.0,0.0,0,False,22,2
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M1.png,data/split/test/FAMILY-66/MOTHER/FM066_M2.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,11,1
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M1.png,data/split/test/FAMILY-66/MOTHER/FM066_M3.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,11,5
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M1.png,data/split/test/FAMILY-66/MOTHER/FM066_M4.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,11,6
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M1.png,data/split/test/FAMILY-66/MOTHER/FM066_M5.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,11,20
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M2.png,data/split/test/FAMILY-66/MOTHER/FM066_M3.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,1,5
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M2.png,data/split/test/FAMILY-66/MOTHER/FM066_M4.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,1,6
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M2.png,data/split/test/FAMILY-66/MOTHER/FM066_M5.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,1,20
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M3.png,data/split/test/FAMILY-66/MOTHER/FM066_M4.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,5,6
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M3.png,data/split/test/FAMILY-66/MOTHER/FM066_M5.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,5,20
genuine,1,data/split/test/FAMILY-66/MOTHER/FM066_M4.png,data/split/test/FAMILY-66/MOTHER/FM066_M5.png,FAMILY-66,FAMILY-66,MOTHER,0.0,0.0,0,False,6,20
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C1.png,data/split/test/FAMILY-67/CHILD/FM067_C2.png,FAMILY-67,FAMILY-67,CHILD,0.4,20.0,0,False,87,52
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C1.png,data/split/test/FAMILY-67/CHILD/FM067_C3.png,FAMILY-67,FAMILY-67,CHILD,0.0,0.0,0,False,87,11
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C1.png,data/split/test/FAMILY-67/CHILD/FM067_C4.png,FAMILY-67,FAMILY-67,CHILD,0.16,8.0,0,False,87,26
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C1.png,data/split/test/FAMILY-67/CHILD/FM067_C5.png,FAMILY-67,FAMILY-67,CHILD,0.44,22.0,0,False,87,56
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C2.png,data/split/test/FAMILY-67/CHILD/FM067_C3.png,FAMILY-67,FAMILY-67,CHILD,0.0,0.0,0,False,52,11
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C2.png,data/split/test/FAMILY-67/CHILD/FM067_C4.png,FAMILY-67,FAMILY-67,CHILD,0.06,3.0,0,False,52,26
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C2.png,data/split/test/FAMILY-67/CHILD/FM067_C5.png,FAMILY-67,FAMILY-67,CHILD,0.36,18.0,0,False,52,56
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C3.png,data/split/test/FAMILY-67/CHILD/FM067_C4.png,FAMILY-67,FAMILY-67,CHILD,0.0,0.0,0,False,11,26
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C3.png,data/split/test/FAMILY-67/CHILD/FM067_C5.png,FAMILY-67,FAMILY-67,CHILD,0.0,0.0,0,False,11,56
genuine,1,data/split/test/FAMILY-67/CHILD/FM067_C4.png,data/split/test/FAMILY-67/CHILD/FM067_C5.png,FAMILY-67,FAMILY-67,CHILD,0.12,6.0,0,False,26,56
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F1.png,data/split/test/FAMILY-67/FATHER/FM067_F2.png,FAMILY-67,FAMILY-67,FATHER,0.0,0.0,0,False,6,47
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F1.png,data/split/test/FAMILY-67/FATHER/FM067_F3.png,FAMILY-67,FAMILY-67,FATHER,0.0,0.0,0,False,6,65
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F1.png,data/split/test/FAMILY-67/FATHER/FM067_F4.png,FAMILY-67,FAMILY-67,FATHER,0.0,0.0,0,False,6,32
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F1.png,data/split/test/FAMILY-67/FATHER/FM067_F5.png,FAMILY-67,FAMILY-67,FATHER,0.0,0.0,0,False,6,33
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F2.png,data/split/test/FAMILY-67/FATHER/FM067_F3.png,FAMILY-67,FAMILY-67,FATHER,0.26,13.0,0,False,47,65
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F2.png,data/split/test/FAMILY-67/FATHER/FM067_F4.png,FAMILY-67,FAMILY-67,FATHER,0.08,4.0,0,False,47,32
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F2.png,data/split/test/FAMILY-67/FATHER/FM067_F5.png,FAMILY-67,FAMILY-67,FATHER,0.22,11.0,0,False,47,33
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F3.png,data/split/test/FAMILY-67/FATHER/FM067_F4.png,FAMILY-67,FAMILY-67,FATHER,0.16,8.0,0,False,65,32
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F3.png,data/split/test/FAMILY-67/FATHER/FM067_F5.png,FAMILY-67,FAMILY-67,FATHER,0.14,7.0,0,False,65,33
genuine,1,data/split/test/FAMILY-67/FATHER/FM067_F4.png,data/split/test/FAMILY-67/FATHER/FM067_F5.png,FAMILY-67,FAMILY-67,FATHER,0.1,5.0,0,False,32,33
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M1.png,data/split/test/FAMILY-67/MOTHER/FM067_M2.png,FAMILY-67,FAMILY-67,MOTHER,0.06,3.0,0,False,27,50
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M1.png,data/split/test/FAMILY-67/MOTHER/FM067_M3.png,FAMILY-67,FAMILY-67,MOTHER,0.0,0.0,0,False,27,11
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M1.png,data/split/test/FAMILY-67/MOTHER/FM067_M4.png,FAMILY-67,FAMILY-67,MOTHER,0.16,8.0,0,False,27,56
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M1.png,data/split/test/FAMILY-67/MOTHER/FM067_M5.png,FAMILY-67,FAMILY-67,MOTHER,0.0,0.0,0,False,27,7
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M2.png,data/split/test/FAMILY-67/MOTHER/FM067_M3.png,FAMILY-67,FAMILY-67,MOTHER,0.0,0.0,0,False,50,11
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M2.png,data/split/test/FAMILY-67/MOTHER/FM067_M4.png,FAMILY-67,FAMILY-67,MOTHER,0.12,6.0,0,False,50,56
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M2.png,data/split/test/FAMILY-67/MOTHER/FM067_M5.png,FAMILY-67,FAMILY-67,MOTHER,0.0,0.0,0,False,50,7
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M3.png,data/split/test/FAMILY-67/MOTHER/FM067_M4.png,FAMILY-67,FAMILY-67,MOTHER,0.0,0.0,0,False,11,56
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M3.png,data/split/test/FAMILY-67/MOTHER/FM067_M5.png,FAMILY-67,FAMILY-67,MOTHER,0.0,0.0,0,False,11,7
genuine,1,data/split/test/FAMILY-67/MOTHER/FM067_M4.png,data/split/test/FAMILY-67/MOTHER/FM067_M5.png,FAMILY-67,FAMILY-67,MOTHER,0.0,0.0,0,False,56,7
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C1.png,data/split/test/FAMILY-78/CHILD/FM078_C2.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,8,1
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C1.png,data/split/test/FAMILY-78/CHILD/FM078_C3.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,8,0
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C1.png,data/split/test/FAMILY-78/CHILD/FM078_C4.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,8,0
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C1.png,data/split/test/FAMILY-78/CHILD/FM078_C5.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,8,1
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C2.png,data/split/test/FAMILY-78/CHILD/FM078_C3.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,1,0
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C2.png,data/split/test/FAMILY-78/CHILD/FM078_C4.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,1,0
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C2.png,data/split/test/FAMILY-78/CHILD/FM078_C5.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,1,1
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C3.png,data/split/test/FAMILY-78/CHILD/FM078_C4.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,0,0
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C3.png,data/split/test/FAMILY-78/CHILD/FM078_C5.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,0,1
genuine,1,data/split/test/FAMILY-78/CHILD/FM078_C4.png,data/split/test/FAMILY-78/CHILD/FM078_C5.png,FAMILY-78,FAMILY-78,CHILD,0.0,0.0,0,False,0,1
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F1.png,data/split/test/FAMILY-78/FATHER/FM078_F2.png,FAMILY-78,FAMILY-78,FATHER,0.06,3.0,0,False,22,16
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F1.png,data/split/test/FAMILY-78/FATHER/FM078_F3.png,FAMILY-78,FAMILY-78,FATHER,0.0,0.0,0,False,22,0
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F1.png,data/split/test/FAMILY-78/FATHER/FM078_F4.png,FAMILY-78,FAMILY-78,FATHER,0.0,0.0,0,False,22,8
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F1.png,data/split/test/FAMILY-78/FATHER/FM078_F5.png,FAMILY-78,FAMILY-78,FATHER,0.0,0.0,0,False,22,0
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F2.png,data/split/test/FAMILY-78/FATHER/FM078_F3.png,FAMILY-78,FAMILY-78,FATHER,0.0,0.0,0,False,16,0
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F2.png,data/split/test/FAMILY-78/FATHER/FM078_F4.png,FAMILY-78,FAMILY-78,FATHER,0.0,0.0,0,False,16,8
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F2.png,data/split/test/FAMILY-78/FATHER/FM078_F5.png,FAMILY-78,FAMILY-78,FATHER,0.0,0.0,0,False,16,0
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F3.png,data/split/test/FAMILY-78/FATHER/FM078_F4.png,FAMILY-78,FAMILY-78,FATHER,0.0,0.0,0,False,0,8
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F3.png,data/split/test/FAMILY-78/FATHER/FM078_F5.png,FAMILY-78,FAMILY-78,FATHER,0.0,0.0,0,False,0,0
genuine,1,data/split/test/FAMILY-78/FATHER/FM078_F4.png,data/split/test/FAMILY-78/FATHER/FM078_F5.png,FAMILY-78,FAMILY-78,FATHER,0.0,0.0,0,False,8,0
genuine,1,data/split/test/FAMILY-78/MOTHER/FM078_M1.png,data/split/test/FAMILY-78/MOTHER/FM078_M2.png,FAMILY-78,FAMILY-78,MOTHER,0.0,0.0,0,False,1,3
genuine,1,data/split/test/FAMILY-78/MOTHER/FM078_M1.png,data/split/test/FAMILY-78/MOTHER/FM078_M3.png,FAMILY-78,FAMILY-78,MOTHER,0.0,0.0,0,False,1,5
genuine,1,data/split/test/FAMILY-78/MOTHER/FM078_M1.png,data/split/test/FAMILY-78/MOTHER/FM078_M4.png,FAMILY-78,FAMILY-78,MOTHER,0.0,0.0,0,False,1,8
genuine,1,data/split/test/FAMILY-78/MOTHER/FM078_M1.png,data/split/test/FAMILY-78/MOTHER/FM078_M5.png,FAMILY-78,FAMILY-78,MOTHER,0.0,0.0,0,False,1,6
genuine,1,data/split/test/FAMILY-78/MOTHER/FM078_M2.png,data/split/test/FAMILY-78/MOTHER/FM078_M3.png,FAMILY-78,FAMILY-78,MOTHER,0.0,0.0,0,False,3,5
genuine,1,data/split/test/FAMILY-78/MOTHER/FM078_M2.png,data/split/test/FAMILY-78/MOTHER/FM078_M4.png,FAMILY-78,FAMILY-78,MOTHER,0.0,0.0,0,False,3,8
genuine,1,data/split/test/FAMILY-78/MOTHER/FM078_M2.png,data/split/test/FAMILY-78/MOTHER/FM078_M5.png,FAMILY-78,FAMILY-78,MOTHER,0.0,0.0,0,False,3,6
